FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,BBSRTSL020,ARC_LENGTH,RTENO,RTENAME,RTELENG,Shape_Leng,x,y
191.000000000000000,190.000000000000000,0.000000000000000,0.000000000000000,0.405620000000000,108.000000000000000,41889.599999999998545,6106.000000000000000,WILLOW BEACH,41889.599999999998545,0.405620016775000,-114.536895482000006,35.909044756299998
202.000000000000000,207.000000000000000,0.000000000000000,0.000000000000000,0.248140000000000,112.000000000000000,27069.599999999998545,6057.000000000000000,ANTARES,27069.599999999998545,0.248144344248000,-113.859207757999997,35.523777784799996
211.000000000000000,213.000000000000000,0.000000000000000,0.000000000000000,0.417840000000000,119.000000000000000,40848.000000000000000,6056.000000000000000,RIVIERA,40848.000000000000000,0.417842785035000,-114.407286553000006,35.062645047499998
218.000000000000000,214.000000000000000,0.000000000000000,0.000000000000000,0.385450000000000,120.000000000000000,39724.500000000000000,6012.000000000000000,OATMAN,39724.500000000000000,0.385454156874000,-114.443808306999998,34.901384027100001
233.000000000000000,226.000000000000000,0.000000000000000,0.000000000000000,0.382630000000000,123.000000000000000,39616.900000000001455,6013.000000000000000,WIKIEUP,39616.900000000001455,0.283292413957000,-113.833126684000007,34.622471742700000
648.000000000000000,640.000000000000000,0.000000000000000,0.000000000000000,0.413720000000000,234.000000000000000,43720.800000000002910,14029.000000000000000,UBEHEBE,43720.800000000002910,0.413717311645000,-117.502220003999994,36.876128776100003
668.000000000000000,657.000000000000000,0.000000000000000,0.000000000000000,0.434610000000000,235.000000000000000,44137.900000000001455,14030.000000000000000,HAIWEE RES,44137.900000000001455,0.434608749714000,-117.926716416999994,36.292632086600001
674.000000000000000,661.000000000000000,0.000000000000000,0.000000000000000,0.445170000000000,236.000000000000000,46166.300000000002910,14031.000000000000000,WILDROSE,46166.300000000002910,0.445168193936000,-117.176022329999995,36.368892141600000
721.000000000000000,704.000000000000000,0.000000000000000,0.000000000000000,0.416720000000000,240.000000000000000,43865.199999999997090,14035.000000000000000,CALIF CITY,43865.199999999997090,0.416724600973000,-117.957175110999998,35.237484071799997
740.000000000000000,725.000000000000000,0.000000000000000,0.000000000000000,0.406410000000000,241.000000000000000,43774.699999999997090,14036.000000000000000,GOLDSTONE,43774.699999999997090,0.406405662575000,-116.959149535999998,35.142650888100000
731.000000000000000,732.000000000000000,0.000000000000000,0.000000000000000,0.444290000000000,242.000000000000000,45017.599999999998545,14037.000000000000000,VALLEY WELLS,45017.599999999998545,0.444290180113000,-115.810077637999996,35.474325529100000
722.000000000000000,723.000000000000000,0.000000000000000,0.000000000000000,0.457210000000000,247.000000000000000,43697.400000000001455,14040.000000000000000,WILLOW SPGS,43697.400000000001455,0.457209202567000,-118.368406609000004,34.910954263400001
757.000000000000000,755.000000000000000,0.000000000000000,0.000000000000000,0.373780000000000,248.000000000000000,37405.000000000000000,14041.000000000000000,BARSTOW,41003.599999999998545,0.373775366091000,-117.150555842000003,34.632726532900001
756.000000000000000,752.000000000000000,0.000000000000000,0.000000000000000,0.033810000000000,249.000000000000000,3598.599999999999909,14041.000000000000000,BARSTOW,41003.599999999998545,0.033812672994200,-117.310574301000003,34.558264946900003
785.000000000000000,787.000000000000000,0.000000000000000,0.000000000000000,0.406030000000000,251.000000000000000,40696.099999999998545,14043.000000000000000,CADIZ,40696.099999999998545,0.406026127266000,-115.650945574000005,34.539377262400002
673.000000000000000,662.000000000000000,0.000000000000000,0.000000000000000,0.508020000000000,264.000000000000000,51262.699999999997090,14056.000000000000000,DARWIN,51262.699999999997090,0.508016497781000,-117.495569802999995,36.298345005900003
636.000000000000000,626.000000000000000,0.000000000000000,0.000000000000000,0.420480000000000,267.000000000000000,42516.300000000002910,14058.000000000000000,EUREKA VAL,42516.300000000002910,0.420476989812000,-117.612809393999996,37.192100600200000
710.000000000000000,695.000000000000000,0.000000000000000,0.000000000000000,0.374580000000000,268.000000000000000,39517.699999999997090,14059.000000000000000,INYOKERN,43561.699999999997090,0.374578075256000,-117.712289272000007,35.468580442700002
711.000000000000000,712.000000000000000,0.000000000000000,0.000000000000000,0.040010000000000,269.000000000000000,4044.000000000000000,14059.000000000000000,INYOKERN,43561.699999999997090,0.040010442740500,-117.634078922000000,35.336190518599999
727.000000000000000,744.000000000000000,0.000000000000000,0.000000000000000,0.413110000000000,270.000000000000000,42534.000000000000000,14060.000000000000000,LENWOOD,42534.000000000000000,0.413110393414000,-117.250943058999994,34.941065922000000
749.000000000000000,734.000000000000000,0.000000000000000,0.000000000000000,0.413940000000000,271.000000000000000,43092.599999999998545,14062.000000000000000,IVANPAH,43092.599999999998545,0.413939226664000,-115.327993610999997,35.390450289400000
690.000000000000000,703.000000000000000,0.000000000000000,0.000000000000000,0.389630000000000,272.000000000000000,40424.400000000001455,14063.000000000000000,TRONA,40424.400000000001455,0.389632253609000,-117.393488094000006,35.650330603400000
708.000000000000000,705.000000000000000,0.000000000000000,0.000000000000000,0.411420000000000,273.000000000000000,40324.900000000001455,14064.000000000000000,TECOPA,40324.900000000001455,0.411421393288000,-116.103930210000001,35.845003620800000
745.000000000000000,730.000000000000000,0.000000000000000,0.000000000000000,0.429960000000000,274.000000000000000,44273.599999999998545,14065.000000000000000,SODA LAKE,44273.599999999998545,0.429962275833000,-116.090268886000004,35.228641416700000
762.000000000000000,773.000000000000000,0.000000000000000,0.000000000000000,0.408080000000000,276.000000000000000,43499.199999999997090,14067.000000000000000,ESSEX,43499.199999999997090,0.408080647781000,-115.362081320000001,34.875318220799997
763.000000000000000,776.000000000000000,0.000000000000000,0.000000000000000,0.463950000000000,277.000000000000000,50984.000000000000000,14068.000000000000000,FLYNN,50984.000000000000000,0.463953111919000,-115.649353567000006,34.770528734199999
801.000000000000000,808.000000000000000,0.000000000000000,0.000000000000000,0.486720000000000,278.000000000000000,46691.500000000000000,14069.000000000000000,IRON MTNS,46691.500000000000000,0.164701669174000,-115.488398449000002,34.104135508900001
765.000000000000000,746.000000000000000,0.000000000000000,0.000000000000000,0.417950000000000,296.000000000000000,46266.800000000002910,14085.000000000000000,LUCERNE VAL,46266.800000000002910,0.417947728241000,-116.973768070999995,34.644847761699999
791.000000000000000,797.000000000000000,0.000000000000000,0.000000000000000,0.488890000000000,297.000000000000000,47635.099999999998545,14086.000000000000000,HAVASU LAKE,47635.099999999998545,0.488890278289000,-114.608122034999994,34.500145733700002
816.000000000000000,799.000000000000000,0.000000000000000,0.000000000000000,0.494990000000000,298.000000000000000,51193.800000000002910,14088.000000000000000,COTTONWOOD,51193.800000000002910,0.474733814176000,-115.848511228999996,33.852928759800001
726.000000000000000,739.000000000000000,0.000000000000000,0.000000000000000,0.475300000000000,303.000000000000000,48419.699999999997090,14094.000000000000000,FT IRWIN,48419.699999999997090,0.475295951308000,-116.782045832999998,35.153190853200002
741.000000000000000,751.000000000000000,0.000000000000000,0.000000000000000,0.399850000000000,321.000000000000000,41252.199999999997090,14109.000000000000000,CIMA,41252.199999999997090,0.399846649094000,-115.461741560999997,35.262997858900000
747.000000000000000,753.000000000000000,0.000000000000000,0.000000000000000,0.404980000000000,326.000000000000000,39977.599999999998545,14112.000000000000000,PEARBLOSSOM,39977.599999999998545,0.404977326529000,-117.817079696999997,34.468098558000001
639.000000000000000,652.000000000000000,0.000000000000000,0.000000000000000,0.404460000000000,328.000000000000000,43147.400000000001455,14116.000000000000000,LONE PINE,43147.400000000001455,0.403288532431000,-118.071735005999997,36.650294665099999
684.000000000000000,670.000000000000000,0.000000000000000,0.000000000000000,0.467210000000000,339.000000000000000,51317.800000000002910,14124.000000000000000,DEATH VALLEY,51317.800000000002910,0.467210239574000,-116.862151936999993,36.233023001200003
688.000000000000000,675.000000000000000,0.000000000000000,0.000000000000000,0.396850000000000,360.000000000000000,42415.599999999998545,14139.000000000000000,GREENWATER V,42415.599999999998545,0.396851639012000,-116.610784050000007,36.204580268400001
952.000000000000000,951.000000000000000,0.000000000000000,0.000000000000000,0.410900000000000,521.000000000000000,42031.099999999998545,14907.000000000000000,CHOLLA GARD.,42031.099999999998545,0.356968499031000,-116.050459172999993,33.983541821899998
954.000000000000000,953.000000000000000,0.000000000000000,0.000000000000000,0.459030000000000,522.000000000000000,45768.300000000002910,14131.000000000000000,JOSHUA TREE,45768.300000000002910,0.401177654964000,-116.296771582999995,34.104068702799999
3413.000000000000000,3411.000000000000000,0.000000000000000,0.000000000000000,0.391550000000000,1905.000000000000000,39616.400000000001455,55027.000000000000000,HIKO,39616.400000000001455,0.233466323706000,-115.190439068000003,37.466768892899999
3416.000000000000000,3412.000000000000000,0.000000000000000,0.000000000000000,0.400770000000000,1906.000000000000000,42200.599999999998545,55908.000000000000000,MEADOW VALLY,42200.599999999998545,0.108925941967000,-114.514726100000004,37.336308600300001
3420.000000000000000,3418.000000000000000,0.000000000000000,0.000000000000000,0.316020000000000,1907.000000000000000,34743.400000000001455,55130.000000000000000,DESERT NWR,34743.400000000001455,0.316015511869000,-115.301564839999998,36.806219942399999
3417.000000000000000,3414.000000000000000,0.000000000000000,0.000000000000000,0.428980000000000,1908.000000000000000,44601.900000000001455,55029.000000000000000,BEATTY,44601.900000000001455,0.428978513216000,-116.652249757999996,36.806156105500001
3423.000000000000000,3422.000000000000000,0.000000000000000,0.000000000000000,0.416990000000000,1909.000000000000000,40294.300000000002910,55031.000000000000000,VAL OF FIRE,40294.300000000002910,0.416987550089000,-114.595252344000002,36.437075116400003
3421.000000000000000,3419.000000000000000,0.000000000000000,0.000000000000000,0.385670000000000,1910.000000000000000,39687.800000000002910,55906.000000000000000,ASH MEADOWS,39687.800000000002910,0.385667768977000,-116.284362615000006,36.397191622000001
3424.000000000000000,3425.000000000000000,0.000000000000000,0.000000000000000,0.449490000000000,1911.000000000000000,44578.599999999998545,55032.000000000000000,JEAN LAKE,44578.599999999998545,0.449488110267000,-115.386668846999996,35.812514319999998
3427.000000000000000,3426.000000000000000,0.000000000000000,0.000000000000000,0.413620000000000,1912.000000000000000,42166.199999999997090,55033.000000000000000,NELSON,42166.199999999997090,0.413622090209000,-114.862555416000006,35.647206188399998
5620.000000000000000,5597.000000000000000,0.000000000000000,0.000000000000000,0.453970000000000,3207.000000000000000,45588.099999999998545,85169.000000000000000,SHIVWITZ,45588.099999999998545,0.309876804954000,-113.834377247999996,37.197221910200000
